Brand,Tensile Strength (MPa),Hardness (HB),Elongation (%),Thermal Conductivity (W/m·K),Specific Heat (J/kg·K),Melting Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Magnesium (%),Phosphorus (%),Sulfur (%)
ASTM_A536_65-45-12,588.612984,348.3542538,13.99024724,39.50359952,439.3175892,1203.12313,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-500-7,617.2931223,293.9264257,11.15059526,36.66408713,639.2183074,1212.922223,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,463.6982953,279.6974781,17.77994675,26.06035014,552.3846076,1208.604031,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,481.4804997,325.7228275,8.635773231,39.33095033,625.0992327,1249.874624,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-400-18,436.4657962,242.7935508,14.06184118,32.56239062,493.2145985,1182.326929,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,461.4632153,264.377389,15.94349474,38.61284953,554.3468807,1183.160733,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-400-18,581.4774538,240.1665013,12.86365589,33.52210052,657.0506049,1259.381642,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,612.1417575,318.374127,8.589835847,26.14477924,540.0634297,1225.043578,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-450-10,407.144757,286.0024018,14.05751409,27.40049048,507.9159586,1212.273351,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,718.7191311,298.8237605,5.258674204,31.00943554,560.8466159,1175.380458,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-400-18,517.6671893,237.8460875,7.240834643,35.80029683,615.2088259,1178.129083,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,764.734414,233.0337952,10.74696408,26.35965103,533.0690036,1151.582746,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,787.0045054,273.2561943,11.2065502,31.59462332,681.6630925,1163.71394,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,474.1835499,310.6348624,2.354263608,26.91249987,488.4837472,1233.525804,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,584.8389163,278.7859636,17.12182702,36.31538809,542.6390819,1283.78097,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,400.4927341,204.8968516,13.14603634,29.33456188,627.0782978,1193.074715,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,639.330906,330.2827259,9.931260004,21.53445654,606.7363271,1199.162084,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,642.9225793,209.703034,16.93003575,23.32105043,659.0923157,1167.340842,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,499.0159822,343.3736726,9.025529044,21.22209335,699.0427542,1208.294642,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,623.365069,203.7712937,17.68696912,29.98605892,528.0574986,1155.583256,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,490.216057,304.1675684,10.19655612,22.12674595,433.3452639,1287.640104,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,464.3301876,212.3310596,3.82857232,22.28279939,409.1247642,1250.966702,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,660.6077867,336.6014869,14.23681556,38.8209652,618.0630718,1298.612321,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,530.3701856,269.6649854,12.8623636,37.45310144,662.2041014,1282.423474,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,636.1055756,220.6285662,14.36778754,29.04173194,466.2137758,1220.948589,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,573.2986996,251.122355,17.22307246,39.71610642,447.5344112,1227.952755,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,793.740563,224.7237013,14.42382884,20.00373056,418.6615275,1178.586407,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,459.8322571,225.5872867,11.78138564,32.27958913,646.8108765,1219.305901,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,585.8394387,342.216248,15.71694244,32.32856355,493.414582,1285.454181,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,672.1826505,266.7869168,12.77194303,29.14886112,520.5090678,1157.628014,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,558.2180336,318.3203396,8.529904909,27.93895946,550.8250575,1279.53352,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,789.8799407,295.9408342,16.16991623,29.10766271,651.8359703,1201.14217,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-400-18,688.7550512,301.4639544,5.550407373,28.29920872,595.2499665,1284.926915,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,662.793543,219.7540158,13.4342604,34.60984955,584.519389,1291.131986,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-500-7,702.823707,235.127667,16.10501528,22.7071087,452.70163,1250.629733,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,781.0594552,318.0125503,13.70106432,23.95278441,553.9569675,1249.663568,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,763.1274612,345.614931,13.1564067,23.61036457,614.6143052,1217.913151,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,689.7141233,239.4013464,14.04221271,25.2494117,691.9782649,1275.331034,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,699.6646556,240.7353147,9.440883973,30.50516838,460.4218928,1294.241914,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,458.3688296,270.9345699,15.98673091,22.22417495,402.8630059,1266.26227,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,441.1169618,347.5760469,5.254983602,37.36338591,422.5904301,1243.29051,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,628.3618007,240.3438419,4.038182656,25.94723063,512.7557396,1241.018934,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,407.3470548,261.0457864,6.568140482,23.25075975,646.1633943,1277.420485,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,592.9425526,333.7220023,10.50523835,33.51242619,402.1426245,1231.180565,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-600-3,484.139832,200.4381549,10.16898873,20.76172601,537.0191779,1270.578983,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_100-70-03,538.4066271,205.9648947,15.12958012,32.3993713,498.7691846,1226.332788,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,710.3218943,290.6107516,8.473098502,33.96396861,415.744513,1159.366641,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-450-10,776.4950017,336.1070247,9.749510821,24.29833063,535.070886,1207.592051,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,428.9665089,235.8284991,2.213882932,20.83928147,476.4246122,1216.666144,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,613.6968824,270.4462662,8.555827783,27.27290718,505.5654503,1171.242587,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,753.0133943,267.5697952,12.36438773,21.9718846,611.6845914,1165.374449,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,433.0034138,270.9457019,2.24813329,22.32955699,556.4652952,1230.319742,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,729.8056188,293.3779544,6.494111443,25.08522463,437.3942287,1162.771545,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,543.1205404,270.4615644,5.327301749,25.90935849,688.4243621,1195.441775,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-500-7,528.8378809,267.1202212,2.671766863,30.59940682,590.7732297,1261.689546,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,790.9865545,271.1432631,9.668161439,33.56783771,629.7605277,1294.664827,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,480.3436359,288.6301162,4.907572692,31.85541882,423.763945,1257.680587,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,677.2775763,280.5511233,13.88930463,22.96720675,414.1175138,1298.893832,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,728.5762912,328.1203996,15.56684614,23.44172065,405.8344151,1254.750696,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,416.4733981,207.424528,10.72936292,37.575385,456.6382083,1194.069171,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,668.1541833,324.9975607,17.70731748,31.1670463,524.3225193,1250.807881,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,780.6199897,326.5886919,9.207657144,37.39875666,680.74784,1255.323515,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-450-10,449.6879867,242.7362032,10.21389136,27.43093023,537.1178978,1205.759048,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,758.4885211,269.4277933,17.82748406,32.28800015,487.0765316,1152.657078,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,637.910655,265.7807733,5.704774975,30.47326832,568.5805761,1255.479968,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,646.6418327,232.7764752,17.08073503,26.3824698,433.5803734,1153.255014,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,645.1776699,259.5195271,2.685400882,29.39830744,582.8517673,1244.678212,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,519.5343545,206.6581658,9.142190244,30.04981754,570.5295863,1174.542473,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,774.0807261,241.6733109,3.120056194,24.0154195,637.59791,1234.840529,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-500-7,778.9401851,322.5023263,13.66775589,26.30020745,696.0062835,1225.586954,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-500-7,650.1218641,242.6843453,11.73454297,35.82819501,475.2620415,1152.027046,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,713.3690904,322.7310003,13.30614822,38.31576479,552.8969352,1204.429873,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-600-3,644.9031944,279.7399197,7.991686399,27.19588187,672.6596219,1240.163675,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,593.759379,331.9794016,7.911710945,26.13944564,635.5569653,1277.290983,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-450-10,664.3280473,286.2169331,2.725108463,23.90394329,546.2218909,1283.296317,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,621.200581,204.4502335,7.599119032,33.56982337,683.6114949,1222.577496,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,638.9903451,301.3130311,16.86861444,26.46199403,417.1710081,1259.263373,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,713.5330214,206.7280352,8.067624595,39.75499078,679.2995859,1197.468186,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,592.3615326,267.5895528,15.3018833,26.51369604,415.1522177,1201.327961,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,416.3016424,339.4140042,15.47720808,27.88272094,564.1914232,1179.169528,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,465.5997924,224.7805909,7.971858502,32.06668392,667.1322844,1234.292216,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,575.4428866,258.4808529,12.11181889,36.03368586,478.8162831,1197.184623,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-400-18,689.9306239,309.4790463,3.525945636,29.39037331,541.6745497,1162.655634,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,637.3114593,332.3387834,3.658857292,28.45312068,497.2986637,1252.750913,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-500-7,660.1176743,300.6414507,2.778522619,39.91275667,685.6431751,1256.162981,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-450-10,591.7115714,238.7259881,11.29624149,20.20987282,647.0936784,1203.998863,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,646.2968088,301.1911779,8.817135642,37.90130578,612.7004534,1161.50851,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,531.6069751,244.5091462,10.76851771,22.98281652,576.288096,1213.944658,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,588.0730371,307.7643845,10.33717105,35.71850552,646.1775368,1216.350319,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,697.7116262,343.1049691,7.603247857,32.3586312,517.6801125,1250.300633,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,748.7331116,308.2090177,12.83957464,26.83694571,534.2655565,1197.312459,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,573.4621336,329.4320754,14.13603009,37.47749911,619.0005163,1252.389892,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,417.4646631,200.3155765,2.234052142,20.25814456,507.326429,1280.723281,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,464.6690177,307.6358187,5.315876796,24.53381304,419.1702826,1185.622906,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,408.3444557,324.4381335,13.41177389,31.33785592,422.3003827,1296.837933,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,661.3052077,206.0838106,8.185922762,27.0308452,434.6088404,1207.955221,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,532.9258501,330.7396591,12.59974315,32.20754991,660.904397,1190.088803,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,616.9914543,238.5041342,7.551402556,20.48220387,541.6679277,1213.226677,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,597.3107387,299.7938153,8.252082437,22.32917861,613.8647108,1164.159621,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,432.6105958,320.0532319,4.538861979,22.5419248,517.8728007,1168.855886,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,561.3045444,299.399677,6.131696315,23.78567292,477.6132842,1212.165107,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-600-3,488.22445,213.8427188,11.68658812,29.18662882,504.1576503,1264.366678,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,567.3599155,289.4482278,8.930609781,35.04257399,638.2547036,1285.046836,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,481.4313121,282.4375485,14.38884293,38.11077676,587.5648375,1249.722699,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_450-10,736.1809625,335.0481902,15.64135928,36.70745061,681.291934,1165.782933,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,469.6773346,260.6359594,10.66634269,23.93775744,603.9114336,1250.802964,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-500-7,784.3122206,248.1621646,14.13227667,28.82301104,571.0544895,1245.314188,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-450-10,566.3629465,312.4776147,6.910472211,23.98823196,583.0588027,1270.864588,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,738.4981168,261.9012989,8.639539446,25.28943633,682.7114318,1273.7873,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,651.5059273,296.9144263,13.40444282,30.07093963,636.460279,1280.230461,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,694.1401195,296.9675135,8.179391885,21.36218049,407.2123712,1212.119727,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,707.0895552,333.2058597,11.41607896,24.36348659,560.2419088,1254.679659,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,601.9379528,289.8038603,4.965964465,38.70756323,606.5015235,1190.237554,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-600-3,617.3202093,275.3230415,11.59634104,29.32232585,624.6095435,1299.900442,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,605.5983471,220.830699,15.78421932,28.90773052,463.9426358,1176.300136,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,635.2233512,217.360641,15.89823424,20.2913431,660.1532063,1151.517165,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,411.7577783,223.1482348,13.5895105,24.94799494,686.7529442,1172.321307,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_600-3,558.2060679,225.7772722,13.93205407,37.32584872,471.0145918,1266.380843,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-400-18,642.4754854,295.6815639,10.92683912,23.29256857,664.7846373,1217.017551,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,639.0894261,311.1471875,11.35468944,28.30249879,429.0936288,1217.125037,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,717.1824378,279.4987284,4.138409303,20.28661812,416.7120508,1293.253438,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,662.0037355,324.3526599,9.101747015,29.56670963,438.76714,1287.945236,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,796.8533265,348.689484,9.212420542,20.42042213,417.3223238,1196.679211,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,513.5418114,323.0018944,17.33596537,36.39219106,653.5036711,1181.358719,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,543.6604119,304.2323561,8.897389802,36.49707535,417.7150433,1277.272331,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,553.5388607,279.8739049,10.78948232,35.75484377,481.4992574,1285.902861,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-400-18,586.3251228,267.3279608,10.53202239,25.66728138,431.1269031,1231.239538,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,734.3992255,212.6588571,12.18818747,36.74474436,488.6266109,1244.413557,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,494.3168376,259.9053123,13.9717253,30.85996265,427.1678403,1188.537143,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,710.4000828,336.5201955,5.600670019,27.47616218,600.4009752,1270.120403,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,562.1240732,321.2033945,10.45959071,32.50659919,439.9980449,1244.818364,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,640.7421535,232.4077048,15.21468332,20.24682092,655.5537778,1225.527027,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-450-10,653.0162133,269.9911677,9.409835421,22.85921755,645.1573152,1159.016283,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,549.1394549,322.5084804,6.455320742,34.84587076,404.0985056,1287.390244,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,605.0460821,210.1076832,12.47534521,24.88323217,668.7179067,1242.317713,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,565.2124699,258.1088879,15.18027833,31.96018235,408.683295,1178.903664,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,427.6531145,327.7761855,3.010244687,27.70205206,471.8937355,1240.957918,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-500-7,574.8661555,260.5846796,14.42864773,37.09611558,409.7167413,1251.619503,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-600-3,438.957357,211.6421967,15.14636693,39.04830612,500.7530461,1228.865551,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,562.0083196,281.3801553,9.384366841,37.67129457,554.1599577,1257.715261,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,637.1673599,329.2613742,17.73289051,25.41239989,638.9934607,1237.218092,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,631.7659597,288.5428314,14.58733345,23.88325738,501.3944651,1292.165437,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,665.0485116,233.9418662,14.37860104,29.48869787,611.6470074,1158.054562,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,438.1046032,257.635943,13.96541719,20.14668302,456.2513371,1165.936856,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-400-18,660.8492982,267.5185042,4.409729651,20.51618786,625.179537,1176.050746,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,524.8592227,286.8899531,5.475694183,31.06581279,470.7989818,1253.525661,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-400-18,559.6183785,313.9026539,9.423842103,30.40898808,443.0634268,1246.839381,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,743.1945016,214.8310426,6.224069599,39.89163978,455.6226551,1283.808829,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,403.6121617,333.447805,8.643855557,24.03683671,454.6189387,1259.931618,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,635.3650533,201.8464555,16.21542576,25.16207858,553.8588638,1226.253323,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,639.485592,255.5078502,15.18923027,22.27081285,653.4392744,1298.774769,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,558.6639105,204.1130465,12.08063806,38.35086019,423.8815231,1189.916193,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,494.8111428,258.9461338,15.72992631,35.55622489,612.0868955,1274.978749,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,493.8696153,278.8718898,14.54035822,36.44678223,596.3039379,1214.018556,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,753.4838679,276.752208,8.863758909,38.05527576,661.7559855,1247.310271,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-500-7,576.8097495,224.8442521,5.217042433,30.49799973,473.2442682,1259.090271,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-600-3,532.3557452,296.8610765,10.22721664,29.02386383,535.0329576,1245.063113,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,579.5110295,206.7167676,13.77966212,26.60782947,677.7482123,1171.076095,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,667.7561606,314.286023,8.98271358,31.78429229,597.998035,1216.442652,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,458.3026273,341.9966651,12.66835056,29.08556794,516.6305239,1234.215757,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-600-3,579.7735341,250.9653241,3.509238821,29.03131173,439.4237149,1277.356564,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_600-3,635.1537484,277.5859073,13.96807578,38.73855727,478.7455024,1216.546862,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-600-3,779.4333419,256.8365417,15.00341792,39.68063029,574.3646432,1287.812096,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,501.0111128,201.0065585,13.30940569,35.92968779,615.4503843,1216.056133,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,543.7002992,257.8811754,17.4762174,35.1351618,437.3265661,1232.316979,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,551.743436,318.7580389,15.22643292,33.61116324,579.879178,1269.442852,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,642.2152631,289.3983263,16.44949965,23.32149705,565.1053837,1237.460153,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_100-70-03,542.6928212,215.1889872,16.93713734,21.18211642,554.186634,1294.032711,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-450-10,613.4047701,327.0709235,14.82156787,33.8145263,607.0369353,1249.050375,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,712.7161319,279.6628017,12.78814147,34.57572445,651.2348785,1228.406418,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,682.1542376,326.2585043,2.091497302,20.93945982,496.896905,1153.538795,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,578.5474586,287.0332278,9.453212052,38.561035,666.703657,1212.059935,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,745.6864711,283.9532667,11.13859678,21.82281279,448.1900838,1194.887263,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-600-3,623.2560998,215.7888778,6.864484359,25.71801068,451.9071609,1262.21585,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,615.9623358,225.10396,7.08967115,33.44779626,480.0316191,1181.241651,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,413.6751064,345.8037885,17.37855065,23.39745189,435.8592609,1180.783013,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-400-18,794.6771921,234.273012,16.26737384,21.10831777,469.0957674,1178.427856,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,449.1883234,346.6178177,15.58686409,26.62292978,431.9235289,1168.842342,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-500-7,492.452365,279.786906,8.496188827,35.3194315,646.5257251,1196.651051,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,420.6787349,220.3683571,2.219176807,28.27357358,441.6906976,1282.888317,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,656.0011867,214.8953304,3.283555943,33.05945844,624.1892673,1266.239271,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-400-18,489.8804708,231.3296106,6.995141891,31.59238194,414.3741604,1260.287682,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,472.004175,338.8455995,2.251886608,20.44436964,684.5560983,1269.600521,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,435.4222337,262.1225336,2.274396511,39.77079974,613.3480263,1190.412683,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,441.3235828,259.3151402,16.66565283,20.82856178,402.0389646,1283.116254,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-600-3,633.8682802,246.9809392,13.29853603,39.35605475,629.1569501,1170.595506,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,675.2831463,222.0592776,6.943295841,30.99728357,554.2245762,1200.451859,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,558.9515954,273.1776796,4.122313242,39.26318054,633.8095511,1238.012218,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_65-45-12,591.9588326,219.5071674,10.18617149,22.29507199,556.7490427,1165.435763,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,674.3870944,325.3220355,2.085538574,29.80817038,592.3074573,1259.519528,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,406.9519161,255.5595479,17.0146199,23.39008184,635.8994966,1208.086907,3.6,2.3,0.4,0.04,0.04,0.02
