Austempering Temperature (°C),Austempering Time (minutes),Initial Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Strength (MPa),Melting Temperature (°C),Thermal Conductivity (W/m·K),Thermal Expansion Coefficient (1/K),Specific Heat (J/kg·K),Phase Transformation Temperature (°C),Cooling Rate (°C/min),Hardness (HV)
291.1313506,65.63161963,914.3134222,0.260674218,0.596208622,0.397088069,722.6549301,1243.742361,44.30909897,1.05E-05,473.9433729,882.094846,43.94864167,498.3734941
324.0265196,85.98776874,881.2892364,1.253009216,1.420410927,1.528416511,509.2483051,1358.916517,24.0511441,1.82E-06,402.7016993,688.102924,48.70442108,415.0988173
255.4762366,64.09044409,1104.719277,1.773848711,1.178042794,1.179710371,587.5714769,1334.739081,34.05954911,7.62E-06,470.6414251,724.7110735,41.08263653,449.2863989
237.6242319,40.97938857,954.6162027,1.777538151,1.612862858,0.621865153,452.3898592,1427.792955,48.15734719,4.40E-06,441.3184905,836.0870431,35.07244053,453.0652229
292.739681,120.517289,1004.510185,1.352186279,1.496547854,1.001426337,976.2150214,1544.445408,25.57496167,1.33E-05,583.6498662,763.807378,44.32723806,558.8681132
270.6704456,130.2319198,996.930192,0.50134048,1.259205052,0.734175534,391.4440671,1231.335287,49.33980271,9.82E-06,449.9636766,764.1084439,43.70917117,405.6737013
316.7312224,122.9235519,1030.911612,1.73969398,1.027537583,1.200695465,560.2857492,1229.029919,49.82863957,1.04E-05,558.5889513,616.0020489,49.34858968,412.7335747
215.5469274,99.52410657,1146.230858,1.783577527,0.353046039,1.789101161,318.0872806,1540.127083,36.66851464,9.13E-06,577.0349267,719.5798988,40.64935486,432.2486423
394.8789615,86.96786703,1192.295737,0.473641811,0.596532734,1.18167947,455.2456444,1285.140034,25.10428221,1.92E-05,489.4125095,681.2201197,57.27916896,402.5388365
397.2421489,159.5000474,963.0336834,1.501109563,0.896288999,1.300272595,846.3297969,1467.501302,29.48314664,5.08E-06,410.5194847,899.8005368,58.83645517,543.63274
339.6323428,107.8622678,1131.007569,0.644387143,1.238668645,1.08562091,440.8226626,1417.151253,32.73478498,1.08E-05,411.1761642,692.5065212,50.68749693,415.354268
307.2192733,101.8772816,1105.811118,1.625016593,1.076044925,0.197214462,356.0443818,1533.157438,29.27972673,1.50E-05,407.9041997,865.3489604,47.0878877,441.4292578
261.9055233,33.84630987,1029.411581,1.99475201,0.647550599,0.542431258,632.1172259,1250.035564,28.4190674,1.16E-05,621.7374001,802.8701205,39.73123875,472.2430034
362.7590039,81.18717414,1182.418857,0.15704941,0.11228228,1.034803286,306.9784643,1251.913186,49.16689128,1.87E-05,495.4029114,702.2749228,53.1756687,378.2836445
336.9462345,87.02934282,880.1898062,1.804995145,1.042854522,0.689447039,359.3363081,1422.727344,24.60094482,8.18E-06,638.8900558,763.0603135,48.59311325,421.1031711
232.5233879,89.82341713,843.7056841,1.282998014,0.642689378,0.445350836,865.3381087,1578.551461,41.99983726,9.81E-06,529.5198472,852.160764,36.06934451,557.5289975
382.1854369,117.0258554,1141.584787,1.949426976,1.495755771,1.0578524,840.0313414,1365.999103,20.01230868,2.68E-06,535.8994302,865.0104894,57.77136266,533.9469116
364.5074486,110.040382,975.6599267,0.983518083,0.145497904,0.713338608,940.5971743,1330.77684,37.88548008,1.26E-05,553.8647808,648.1181625,52.81335033,508.7690007
389.9599827,121.1857639,1138.787542,1.710037068,1.211172841,0.590404522,898.1608051,1442.675729,47.47829012,6.48E-06,613.9094369,701.8719424,56.70894676,513.1724498
345.1439017,144.7324892,1157.236082,0.21854873,1.888801051,0.981572293,778.2228943,1572.17944,28.63802282,4.05E-06,482.0508597,700.5669541,53.41128362,496.2847186
322.6830392,151.9478608,824.9830374,0.737030195,0.431377608,0.35324009,336.6330001,1534.771133,25.56577926,1.13E-05,436.4762049,612.6134388,49.37259971,384.5118557
283.6486073,137.7184614,1153.385905,0.227331422,0.996134032,1.862716893,847.9940326,1598.193444,39.55039385,1.11E-05,566.8172006,779.471328,47.33518461,545.4299511
386.5456967,173.3285544,979.3276221,1.953151954,0.273701784,1.748633986,891.8575676,1209.027433,41.37804222,2.44E-06,498.093287,856.4460159,60.11183422,523.8883854
373.2127779,32.7348874,1004.172996,1.652250424,1.288795633,1.444479113,859.357502,1245.143258,40.64091557,1.43E-05,532.7473941,714.4723163,51.00254112,493.7359558
209.043734,59.36669785,1050.637004,1.7198401,1.146010193,0.301806272,655.9353247,1443.787105,29.5795064,1.29E-05,594.0840125,822.0107835,35.15653151,504.0315366
205.2733949,31.13443125,1170.553043,1.88213394,0.873994496,1.574166783,463.0312871,1528.230576,27.56607206,4.59E-06,548.2377223,788.3101241,35.29748455,454.1622038
275.2926734,127.1212071,807.6464378,0.261696624,1.090616341,1.635118923,891.730983,1314.097737,48.677564,9.92E-06,586.0836451,712.6946206,42.81023246,516.3883123
362.1106662,164.7045823,990.7373873,0.832635426,1.803491851,1.558752774,809.0139668,1295.684435,47.69898525,1.47E-05,563.2600006,642.3179398,54.89439512,480.9194849
397.4552259,66.52234449,1075.088817,0.234966289,0.472959174,0.316535186,986.5328221,1514.79032,33.7194983,1.11E-05,621.9389116,812.7971558,53.23261772,577.1126674
230.0833782,169.0551817,1089.082783,0.500506893,0.142872572,1.323425118,408.9848184,1222.552742,45.38581598,8.51E-06,611.7809853,856.3695507,43.61111487,437.8633352
318.8261431,39.04010854,1077.012973,0.535794976,1.737163281,1.685217112,457.9652081,1347.753059,33.56970433,7.12E-06,560.2569675,805.7563477,46.57611265,454.3775182
276.1781713,170.165404,853.7740518,0.991303701,1.196522457,1.196971462,448.2587049,1402.323689,32.73167054,1.26E-05,603.6709063,605.3635452,46.3616122,415.4264717
393.9828796,82.74340309,919.7582353,0.610268118,1.792251065,1.328174013,854.7778373,1424.13947,24.70288843,1.88E-05,662.0678807,664.8698683,55.35680274,508.9437415
368.4237846,45.21312427,943.4862102,0.291858403,1.234195924,0.970890611,430.8351075,1491.446063,32.79218169,1.38E-05,529.6813863,620.8439955,48.70648964,415.3297021
367.6657409,102.8807639,1121.774883,0.418233069,1.639306071,1.104543908,346.6618809,1341.938289,36.12250816,2.42E-06,523.8289218,771.1158299,55.72444902,415.7008056
293.738632,68.51648516,911.503949,0.379823571,0.91637939,0.165316031,998.9925646,1445.073738,20.67512982,9.75E-06,629.2736863,826.9433037,41.51169463,570.7151297
282.9639005,72.73093529,884.2819855,1.948845916,1.524733869,1.314029742,317.372048,1434.150169,33.32339016,1.79E-05,574.7661511,633.1737561,41.45772017,398.1133238
254.6814144,76.09349474,1182.979208,1.542655763,1.834778787,0.254749704,884.6708421,1419.04644,43.44068655,2.79E-06,421.3020341,851.5013462,40.71536083,535.351488
211.2750993,150.4538847,803.545314,1.938746784,1.187033631,0.926527729,555.7567891,1456.193317,40.40138169,1.98E-05,667.6336047,766.6526935,37.75065102,467.1722663
372.9444753,110.8741915,1199.128342,0.935506924,0.443491786,0.656044686,889.1308218,1303.779668,39.05470967,1.90E-05,409.2349307,806.9907036,55.05772812,513.9768606
362.5802018,76.69615487,1070.72852,0.628900115,0.610715469,1.136313105,688.2343438,1233.859501,47.28666285,2.49E-06,624.5189069,891.4205546,52.05097772,502.1030079
399.9435347,121.5500675,1131.38772,1.616757075,0.477424696,0.353491037,931.1418606,1247.708669,20.54096029,1.87E-05,627.6382428,625.1042965,58.65192913,502.4968699
399.3273674,137.4226011,917.8477585,0.719882444,0.569028352,1.414122464,948.3350905,1289.832953,36.71142759,7.90E-06,685.9333256,870.3672069,55.60284523,567.873733
311.0863411,70.89360011,805.7261111,0.66882841,0.682189354,1.61052192,306.3687269,1400.079174,43.62046545,1.70E-05,416.2403225,637.8308088,43.17902438,373.6286905
353.797483,92.03236523,1095.147807,0.541761385,1.154754195,0.410373455,352.7885232,1536.1771,36.24006148,8.95E-06,579.0570582,717.887642,51.26076426,435.7969132
388.953146,48.282914,1133.657839,0.346390059,1.217184096,0.298194866,475.2511107,1480.517337,29.71686658,9.38E-06,528.3521712,855.4316089,51.46804567,467.6158037
369.9294781,57.17240243,1096.190453,0.587279816,0.91034952,0.376479417,768.5207915,1515.616242,24.08751695,1.31E-05,499.1898865,871.876271,50.47456638,533.8884904
249.4696203,132.1676781,857.1401149,0.775107522,1.269299482,1.766542368,921.7905376,1340.39025,46.62689215,1.57E-05,427.0955681,751.9115021,40.47758554,517.8450473
290.1088271,57.21575215,1101.371169,1.380588995,0.254992359,1.103559597,621.9593659,1361.861497,34.12287177,1.64E-06,568.7962359,778.2313915,45.30651115,474.3233385
225.831883,108.7745076,1107.569113,0.2188732,0.26679765,0.987795892,724.8811814,1357.472754,46.34345591,1.23E-05,543.7122177,812.4442004,39.6760906,503.794618
390.8102055,136.3569393,1063.416206,0.499963185,0.426475975,0.302752456,431.949897,1276.749274,37.57556367,4.55E-06,431.3663374,849.8276005,57.6336732,426.0724739
321.2349269,46.03153846,1106.446373,1.637144917,1.084347246,1.334156413,863.4767837,1224.486663,40.2257635,7.57E-06,583.7468521,636.4533509,45.40160576,480.7078246
245.7285611,115.0968329,1138.368576,0.379151655,0.50658989,1.749199225,977.1296779,1436.366437,44.12783463,7.61E-06,621.3859361,843.0207925,43.59699064,565.4492798
334.3401369,68.48441756,1045.441646,0.751025778,0.638240367,1.673553152,488.019253,1595.686673,39.77466634,9.91E-06,630.1834903,744.3828452,49.51544872,472.263215
323.6256481,174.4390313,835.4418856,1.742851952,0.860594389,1.289503947,646.3781661,1266.731882,31.94164522,7.35E-06,671.6119565,735.1870275,48.82809534,473.3707633
271.6325436,102.531847,995.0511239,0.394358091,1.642545636,0.243029562,360.2812774,1218.673928,35.40900152,3.04E-06,522.8412226,727.1699256,42.27358987,399.3085215
222.7115184,150.8988825,831.0597339,0.257199988,0.126338058,0.313554352,691.3956595,1511.812673,44.09136574,3.77E-06,685.9218306,752.7634756,38.85167116,514.7655457
334.3146391,112.5339813,963.0172124,1.020622191,1.333819758,0.193687076,651.9484093,1301.034403,31.20950889,1.64E-06,659.6288215,883.515166,50.28191799,503.2955352
304.0615402,36.51187993,962.8425957,0.674597071,1.370865409,0.589210511,401.1055389,1531.857522,31.6436437,9.93E-06,488.9504713,764.4611318,42.0480795,430.8854173
354.4636783,124.9727063,826.4039377,1.170475893,1.617445983,0.357756788,609.4463492,1481.574667,22.87070348,1.91E-05,447.7849112,885.9532615,50.79556616,495.3236673
304.0327002,172.7105013,939.5282136,1.627229292,1.872230584,0.594091276,533.8732565,1578.269415,47.43753306,3.20E-06,530.6168188,654.0870392,49.33079824,456.406325
370.4363001,120.241773,844.3992395,0.360582127,0.138261913,0.831610306,665.2816127,1363.570894,22.73108945,1.90E-05,520.5696124,817.2407936,51.9982208,489.8310115
310.3813678,152.8783289,1123.294084,1.203328261,0.39218904,1.89166729,709.9580348,1464.787936,39.44627532,1.49E-05,572.7157916,843.6718616,52.20982689,521.8710536
312.1875943,162.6309695,1179.07521,1.060466645,1.783725459,1.259714514,305.946905,1385.941912,32.39583436,1.31E-05,575.0158697,803.7386494,51.68731172,418.5932333
375.3307205,64.21196579,828.9265901,0.373749693,0.971185268,1.686450193,832.7041881,1452.235479,32.16858171,1.33E-05,624.9960953,782.0766841,50.84927721,529.9546662
280.6965732,61.80672599,1182.046083,1.285597123,1.172722214,1.449667851,799.1100043,1379.839562,40.3865551,1.67E-05,552.9669845,769.4438343,43.48333118,505.3262436
226.8030457,121.6471483,1009.03064,0.619916794,1.359751687,0.313755948,556.4004703,1275.452899,22.01281198,3.03E-06,431.4467923,858.2791448,38.78597626,454.4470504
205.7565353,91.65427047,919.8262712,1.026885205,1.390226549,1.498248772,337.0551549,1403.158966,37.81117349,1.06E-05,657.4874007,846.4939791,36.4053847,444.2720683
351.0274511,155.9791954,830.7448301,0.256317416,1.870306766,0.622687875,828.4527778,1411.433681,43.16095358,1.42E-05,492.929375,636.6866164,52.94487788,486.6556204
324.0619103,165.0034685,1000.249707,0.973209709,1.994203893,1.314304909,968.6226123,1524.241539,44.84638274,1.21E-05,691.3892381,854.5762971,52.85799847,587.7986916
340.8159536,83.0132069,1117.806218,0.682280589,1.468299176,0.74782775,468.1061172,1494.208282,25.11591168,1.68E-05,435.3580326,724.2205858,49.02571607,432.0096292
242.5928323,65.53058385,1082.834591,1.662524301,0.645720297,1.9955773,526.4672296,1465.51665,46.9225715,2.37E-06,687.4753517,676.109049,39.32230105,454.2771142
227.2742951,147.0788273,820.0904046,0.208259581,1.771529564,0.600747811,428.6690226,1245.354838,39.68438276,1.41E-05,427.3035421,860.9305704,39.86100174,431.878071
202.9089331,71.22090533,829.1607341,0.895353822,0.193519738,0.630347894,703.8552863,1488.246516,46.45564402,1.11E-05,469.3108414,729.6074399,32.81689017,485.1536536
270.1175118,153.3921478,961.1493131,0.971019706,0.53905362,1.868277286,408.3889763,1400.122063,34.55842151,8.20E-06,413.9739826,842.5094071,44.24004025,432.4449827
317.9835374,93.56073805,918.1161976,1.477511545,1.805032863,0.146824369,549.3357604,1557.639814,36.26100035,7.47E-06,611.533944,679.0210836,47.42550106,460.6646485
278.448809,130.1324849,892.9537292,1.191146393,0.586763877,1.423709077,787.9091098,1567.948374,47.57114831,1.28E-05,655.089621,601.1787964,43.62257935,495.8403727
287.4949844,44.33029708,912.4017996,1.367703441,0.519237013,1.478120142,692.0811881,1222.062636,46.9972863,1.79E-05,530.2213245,748.6377579,43.01980299,472.2618707
380.8317389,123.5788987,1121.393097,1.576393643,0.362438057,1.689119297,570.523795,1528.256624,33.4448262,1.04E-05,678.5566225,630.068477,58.25564336,465.245214
269.6510934,97.76515181,1171.691221,1.73818565,1.73231234,1.95143469,594.1747213,1215.078956,28.23237895,1.67E-05,577.0897215,826.3127867,45.95345004,456.6063993
302.7978978,117.9912695,962.0410778,0.696363444,1.050110692,1.953643646,693.4776178,1346.86785,31.79511304,8.64E-06,589.0021406,682.8225408,48.2147144,474.2524981
356.7306025,55.20213116,1162.444401,1.12224314,1.382297086,0.224025839,304.1053095,1416.91999,31.63292986,2.95E-06,653.6257605,733.093694,51.14301804,420.6884281
279.3085565,140.5310617,928.5982805,1.696205349,0.55422613,1.661494713,354.9569079,1259.240319,28.60600625,2.17E-06,489.0400615,626.1100695,46.35549849,373.0936145
324.41734,159.4195616,990.5747945,1.979957149,1.5402768,1.327988874,916.8806474,1498.525525,28.05738813,1.98E-06,506.2797164,685.9977745,53.51383972,530.4496324
372.4727417,62.51097001,890.4115991,1.790086691,1.544010535,1.329950055,354.5152924,1203.341882,45.83188809,8.22E-06,671.7855758,834.447073,51.14667387,428.6804115
389.9041247,44.35718333,1056.190417,0.805787799,0.693936247,0.343864861,794.7625173,1267.439619,22.09585762,7.41E-06,670.2890488,645.4763736,52.19483638,475.8413203
229.4146962,33.54578791,1191.592446,0.470816383,0.880297003,1.335355616,944.0267149,1432.318732,40.32833546,1.46E-05,692.9448329,794.1478683,35.59662993,564.003535
385.317525,126.2957251,1041.397238,1.029845821,0.498411527,1.966716903,489.478523,1485.755025,25.18460154,1.51E-05,670.5514949,875.2277558,56.23516736,491.0556245
298.4232586,121.0641054,943.1256336,1.509118758,1.955465944,1.832455282,559.3440059,1566.657241,30.3351768,1.97E-06,438.2116108,803.9510279,47.85790087,471.6461666
251.6488777,112.0046119,1059.126978,1.035881234,1.326644896,0.934348256,698.2449841,1482.198661,21.84629102,5.20E-06,647.1172858,843.3065068,43.40482531,525.2020016
291.8271512,64.79206442,849.1682714,1.01804364,1.875633373,0.175901149,917.1962787,1468.711708,28.09920911,6.21E-06,522.9515434,632.6914888,42.52525819,502.2105128
396.0065151,88.63589939,1155.463632,1.6926378,0.676432533,0.788357631,959.3339111,1357.736459,43.05263213,1.14E-05,697.2404068,675.2195478,56.25270389,539.5138442
298.5236188,119.1714503,1001.23358,0.78666718,1.585592735,1.670141592,817.6942737,1200.51377,46.55045974,3.75E-06,541.6842893,868.3616557,45.04948836,509.3679063
265.7503221,104.5150288,979.7398968,1.733609882,1.555131423,1.432848293,360.6338326,1248.063703,26.64581456,3.54E-06,566.1508248,814.5316841,42.72288154,412.8621163
326.6801709,178.167828,1034.345915,0.872929122,1.414145739,0.972752946,768.4079089,1413.821818,33.90643518,1.89E-05,558.9324746,791.8661479,52.67078164,510.4564387
248.0291238,50.46596288,1049.913545,0.723642901,1.934714053,0.204692917,587.2126053,1470.051954,34.10972144,1.63E-05,496.521109,799.1300208,38.49559125,477.7961824
215.1726656,134.2716831,828.7103225,0.962580831,0.847755139,0.911099983,629.4906996,1366.979314,46.20725917,4.43E-06,422.5066267,724.2601663,38.05434725,452.8287505
225.7759444,90.64781522,1073.046888,1.548649221,0.348362915,0.991147385,334.4038732,1492.271605,42.88397159,8.72E-06,668.6953691,613.3669895,40.90319346,404.0817728
225.6091678,94.22994224,896.7726721,0.339403853,1.376246833,1.864255512,433.7434975,1408.744918,35.39231655,7.76E-06,640.8027438,835.3324626,37.31909689,458.0091277
230.3805387,137.6396648,1085.581053,0.47319651,1.485688621,1.318063597,853.3595253,1229.670478,40.12241601,1.60E-05,441.8580342,803.6139709,41.50503341,494.8884597
227.7654345,133.8654227,1129.013918,1.907745169,1.19261509,0.692140542,617.7711831,1276.8065,45.42065162,1.07E-05,633.0304814,741.8413392,41.95081717,464.0538358
328.174949,178.6883991,1121.583403,0.433434092,0.492953997,1.098104702,511.1635691,1535.999289,20.28616862,3.43E-06,587.7539998,869.9278846,53.67635783,494.9830342
236.3760169,49.25914342,1021.000387,1.178681904,1.058466289,0.225505085,568.8133518,1489.965099,32.08670093,1.50E-05,522.7431364,700.8478995,36.43425082,456.7860943
269.1334567,45.61644741,1008.067957,1.200697487,0.693160499,1.947879648,898.0796593,1557.904795,47.21729502,8.54E-06,476.2063447,688.2965233,40.59291899,527.3442866
379.357682,138.6508226,857.1503845,1.030286478,0.912186404,0.784113814,824.2993122,1247.0229,42.20939093,6.00E-06,657.9186351,861.8388975,54.83624743,537.1092717
294.7923281,116.7580376,1110.13846,1.325015972,1.325915294,1.007947974,490.620778,1596.089014,36.28524123,8.13E-06,610.0564778,839.0962964,47.89007752,485.4321336
333.5115477,71.12409998,908.5637522,0.536670779,1.515908011,0.775039551,382.2512881,1283.762686,35.88933581,1.05E-05,564.3219728,754.4939432,47.32865493,413.0191127
234.4639742,41.91290535,998.6781691,1.150058309,0.541226913,1.396772287,476.3987552,1204.711951,30.43310293,7.52E-06,582.8705602,639.2204218,36.97932368,414.259706
238.4578038,42.84873744,913.7096372,0.807129185,0.870118185,1.358241101,944.5295157,1598.969176,35.61561601,5.60E-06,427.3198546,664.5214414,34.28966521,533.4415924
208.1737233,164.1286312,853.5313452,1.357167793,0.611406985,1.45911239,707.1121865,1312.429554,39.66149598,8.57E-06,542.1759283,796.8683971,39.34981597,479.8777172
233.7870126,58.78009871,1051.823079,0.368324732,0.477400066,0.609472136,673.4361461,1467.207781,32.55089115,1.36E-06,458.1100878,715.5123714,36.61419895,473.8847765
255.7180678,78.50573432,821.7328139,1.184667092,1.588435718,0.699770114,717.4755198,1270.672926,41.42459439,1.57E-05,462.5151037,850.9419575,37.82740076,489.0763282
235.4020969,63.99846033,1099.458094,0.452013675,1.827580119,0.337977339,556.219786,1432.091413,45.83696682,4.25E-06,598.3911887,884.9865028,37.47213815,497.7136319
217.7405068,83.24944587,927.0347181,0.62942182,0.803441153,1.345468947,864.9749142,1561.613995,24.64054545,1.83E-06,673.3768456,841.6910776,36.46524881,562.3394158
224.1271742,40.41357641,800.0538772,0.515548621,1.527429956,0.175614542,666.3003745,1328.072467,33.54641068,1.34E-05,521.1269831,713.2636269,32.96248629,458.3120241
292.1557536,107.8589686,1004.451656,0.447391782,1.80429105,1.235596437,381.7235319,1468.10159,32.24060274,1.57E-05,462.3247819,836.6059288,43.98317406,434.9402061
241.2667437,40.14188454,818.7407634,1.668850808,1.707636,1.752422181,390.3455874,1275.161436,40.62394412,1.65E-05,594.6240812,705.432502,36.49641468,405.3057242
272.8539722,150.0534762,910.4678231,0.642844379,0.447345438,1.792581082,675.8014026,1449.918159,27.49602396,1.04E-05,661.3561139,650.1300263,43.26728317,481.7651353
300.6834542,65.05681229,1082.790595,1.861535186,1.916954575,0.953171745,955.5991526,1334.580141,39.20752745,4.90E-06,624.4956403,610.0179615,45.98540165,505.0853715
338.0789657,111.0017872,825.0758486,1.942860398,0.815685237,0.972677008,515.8464852,1284.483303,46.32467725,1.50E-05,660.6271692,715.7150138,49.25791452,440.0265116
207.862428,162.0118631,1135.735397,1.185394893,0.744557256,0.246241448,908.6788182,1325.27282,32.54394799,1.43E-05,560.9664013,871.0677911,41.99507992,537.2553796
359.8820798,127.6316054,801.5279691,0.371702133,0.218619522,1.374453548,834.8669106,1271.536427,47.330471,5.68E-06,625.5628733,671.6959763,52.69308036,498.4246202
325.5800779,109.943668,898.7295477,0.811641662,1.023729943,1.660392899,473.46871,1560.766443,49.79491217,1.82E-05,442.0193678,661.9539495,46.72282873,436.2080093
216.3518064,78.65006297,1096.361622,1.6156913,0.30712587,0.564844604,325.4385238,1358.874755,23.1827615,2.98E-06,504.4823846,890.9462356,37.49177849,429.1364367
374.7157248,79.95028696,926.5080599,0.798042385,0.57222566,0.900471675,371.2930856,1298.111722,26.99159564,1.97E-05,516.8647493,607.5012339,51.20861536,377.1163442
384.1744801,130.4230433,840.7569552,0.265332715,0.702190981,1.69379474,809.9457537,1379.363136,48.51139254,1.73E-05,553.3887239,835.7346451,54.46200201,527.1029451
212.215592,179.1209042,944.0935675,1.157891331,1.636770015,1.766528889,439.7688166,1328.214467,48.74983059,1.41E-05,678.7229081,696.4109867,41.2574913,437.7395999
255.3755296,129.2758785,908.1573146,1.705729618,1.763428436,0.562041963,559.8896444,1497.767702,22.93121826,1.88E-05,662.2889681,611.2463871,42.22467552,453.4224881
361.240256,113.6675126,1137.084761,1.612260136,0.674686003,1.146084206,651.1894162,1588.487965,20.44995501,1.47E-05,440.3576477,875.3407621,53.97509936,505.7253851
349.6519381,139.5975765,925.339167,0.432733966,1.73152643,0.465736986,807.8277179,1375.213463,24.8330007,4.62E-06,451.8368956,641.8926991,50.91098576,465.7966564
236.9042039,99.78084184,1115.572989,1.378252767,1.728738781,0.293569652,379.2618563,1544.41336,49.8803835,9.40E-06,507.2921649,765.5337851,42.0895159,431.0480687
241.8698647,39.02135139,1156.748858,0.518958101,1.552836806,1.831128953,584.4564837,1426.345229,25.3999885,2.36E-06,487.2231598,682.2162622,39.25630268,446.3274848
274.0944206,114.3445224,973.5269678,0.514594316,0.378720717,1.658964258,639.5510364,1262.894266,35.0764282,8.40E-06,584.4312859,619.5578407,44.48241228,435.0315145
296.904597,173.6437927,1163.977258,1.760736369,1.411613409,1.544066313,678.5789448,1476.249097,45.45253179,1.51E-05,670.8328143,614.9767457,51.31469125,476.6667945
323.6509543,56.29544135,950.9272216,0.57437101,1.895545723,0.192656006,872.852449,1405.373799,20.61204832,8.34E-06,688.6874625,634.6670097,44.92668467,509.1760003
273.7827279,133.5007336,1185.631367,0.600169958,1.39682691,1.703084706,420.1747365,1460.242609,38.13466947,7.28E-06,596.0808858,621.4101042,45.89105807,410.565319
292.5069432,60.1400533,835.7158098,0.101241442,0.730072013,0.932283744,865.4820163,1555.874965,28.31076347,1.23E-05,651.4477604,828.1674347,41.42987174,554.9925429
349.4941876,110.3741527,1074.807707,1.754271165,1.051100703,0.750550734,785.0148994,1376.173828,45.87004749,1.76E-05,557.5606601,745.6698607,51.51898618,509.6156759
207.3366406,44.50146745,997.5256162,1.605930145,1.326877582,1.138305086,689.1095699,1560.471049,28.50383448,1.90E-06,462.4980841,702.8676274,36.21134603,486.5624833
250.4873889,97.55564044,955.0595222,1.291924977,1.070083777,0.273571161,789.6695093,1500.267606,40.60267161,8.32E-06,557.4065236,725.510673,39.1911754,519.4861728
342.6699172,143.4244993,1053.084751,1.525504951,0.327910589,1.537628444,588.4124173,1395.44197,40.22658897,4.01E-06,566.5247804,878.6840207,53.41137566,494.3270467
379.0413675,82.13572864,1081.542837,0.388892278,0.692921685,1.206626646,396.8783102,1441.288854,26.64480647,1.42E-05,622.7372693,873.2255438,55.03685423,459.6056666
302.3354884,129.7367587,801.7453079,0.97081483,1.624552458,0.454521184,766.0356682,1330.232453,21.043976,3.01E-06,465.9648969,814.702944,46.400607,503.4363609
306.4226971,149.3174941,866.7812355,0.767316836,1.736694288,0.45764118,667.2706147,1593.43892,32.27748721,1.36E-05,510.4931146,865.4047132,47.94782542,518.3768035
221.4344023,169.0766729,1085.21842,0.2781754,0.360870062,0.450072438,747.5623604,1466.940465,28.67579456,6.44E-06,509.2082408,695.8944083,40.81833763,488.844223
289.4824734,65.19631228,1066.554165,1.023647922,1.90953483,0.208304536,536.5991467,1217.538741,44.26933249,4.78E-06,687.8318787,714.3327978,42.61818073,442.7227957
306.5234533,89.89738737,1186.419002,1.849405336,0.724762974,1.216817054,934.8066041,1330.648762,44.01092565,1.88E-05,533.1834881,784.1136546,49.1669498,517.6333022
248.4941007,52.862402,1104.415116,0.176112326,1.358396104,1.696661537,711.158908,1449.325774,33.71071857,1.35E-06,626.5281902,787.0877842,40.87773588,516.9439458
253.8486462,178.8725253,1180.309083,0.653775736,1.528467777,0.133246607,359.781739,1222.533311,38.19536676,9.32E-06,625.2434144,744.5099514,46.50480925,410.0007988
275.4568326,169.0501452,1081.016201,0.494327779,1.642697846,0.193108825,614.8627935,1209.553677,38.12778548,1.41E-06,479.6632554,720.1973545,46.44788603,439.4892274
204.0142396,110.9935695,919.2208835,0.552478642,1.896924434,1.188263526,829.4492383,1380.009696,44.81474445,1.02E-05,571.5609068,895.8540935,33.76811119,542.1495836
264.4158331,156.3049942,842.1459689,1.826025649,0.694547141,1.657041802,855.8941932,1333.076072,32.75007242,1.05E-05,668.290868,846.3370878,43.15031319,543.037593
242.2896014,108.1436966,1112.729545,0.989331203,1.731162264,0.720803892,646.2179369,1375.319443,28.26340039,7.11E-06,542.5593158,730.4940594,41.80795864,465.5570506
265.4994704,123.5378532,1057.659689,0.985968885,0.350205117,0.764267358,926.3232996,1305.077324,27.95104754,3.51E-06,683.5352522,818.1877432,45.65345928,552.2439153
223.9524264,43.36866482,819.274405,1.545093721,1.439577722,1.233058345,487.367906,1265.887099,36.08576838,8.15E-06,464.3374688,680.868508,34.88058547,401.9385363
378.1054561,143.2905631,944.0201864,0.393535188,1.509757686,0.621004489,587.4190881,1475.657343,33.47444608,1.38E-05,422.2477317,630.0507979,55.49425683,435.8885492
318.7184907,49.15702255,1182.719926,1.025804173,1.387674158,0.150555896,929.0178374,1405.828447,33.20362313,1.59E-05,667.4361619,705.7293077,46.71609531,538.7439385
335.8204638,153.9101445,1000.160458,0.916971907,0.579397999,1.496934184,927.3797015,1280.061684,22.73412017,1.11E-05,654.3043594,720.89184,51.62768467,523.2342732
357.8342477,147.3042132,973.0916544,1.234130312,1.758781979,1.288734835,779.9989382,1327.835771,41.55811222,1.22E-05,697.7769628,604.9611374,55.68764629,483.4855331
299.6884398,136.3117047,983.0798421,1.999159636,0.42083108,1.203436398,901.286383,1436.723163,26.41210064,4.81E-06,603.8180464,844.4376005,48.18248259,549.5628508
217.3840576,35.42405708,883.5530896,1.561952899,0.201906104,1.509199845,362.1412869,1228.891739,25.90860891,6.46E-06,681.006378,707.7580207,31.38592707,401.4359699
307.4213084,75.46925339,947.4828683,0.855944836,1.463183482,1.382938591,905.4964833,1258.981204,32.38274961,4.08E-06,648.0847075,774.1254497,44.46039772,529.4337009
317.3682236,69.46688549,947.9253024,1.672350799,1.003403859,0.491175778,524.4339346,1229.298242,26.83335025,5.74E-06,653.3278999,622.1889562,45.06663534,422.3216082
